sample_index,c1_m,c2_ratio,c3_ratio,c4_ratio,b_total_m,b3_ratio,split_ratio,sw1_deg,sw2_deg,sw3_deg,twist_b0_deg,twist_b1_deg,twist_b2_deg,twist_b3_deg,dihedral_b1_deg,dihedral_b2_deg,dihedral_b3_deg,elevon_start_frac,elevon_end_frac,elevon_hinge_frac
77,1.0051743750310669,0.6698890581426175,0.5378880324811028,0.1688297877581583,0.7837115897470899,0.40411257461577965,0.4679522567813834,-23.71369619926253,-31.590977050858143,-20.02204410669203,-0.7657616437882284,-1.9335151916159985,-3.8527986025836842,-5.972379642544614,0.0,2.609570268004127,8.973907462901641,0.5190667748616621,0.8963788246481161,0.7311247805598551
78,0.9662368286429817,0.6389527915230523,0.3312303830389386,0.10779908824145185,0.9515628497451429,0.5058763417900919,0.571581475947792,-24.426771078733793,-28.562127301665427,-12.064458277109104,0.7724372406130868,-2.2453380864222816,-2.144593290505761,-3.5597085597333624,0.0,2.5131987334876693,8.392331256231026,0.5019941380221525,0.8500211342428605,0.7736536827568261
79,0.7378015437515822,0.6162518529655059,0.4419532350885788,0.15720870895470984,1.2249232476680882,0.42507896880053625,0.4010178683035027,-35.365607929612594,-34.069666106413,-20.62656554467866,-0.4822858965828327,-1.8839162864217252,-1.7387270457688828,-7.271811766757329,0.0,5.028834941022574,5.153916829235699,0.6690977751780132,0.9279271312636214,0.6807220210582033
80,0.7854181038725194,0.5759341443221844,0.47310207014510286,0.13741230606171506,1.1692471766654489,0.46228301845204983,0.5482314083346188,-26.00582305429085,-22.20485279512207,-5.319329119350176,0.32894785503584223,-2.9531766787631395,-3.43144676714888,-2.2448452650669664,0.0,5.729496620057847,9.046521247156358,0.6250858834115448,0.9127517939037537,0.8137782362212704
81,0.936458120294144,0.5572291931656373,0.312928228260232,0.10086541003419638,1.1245941159676534,0.46027864920230666,0.5913723258312302,-21.124281442488055,-30.433058467134614,-15.08859964362371,-0.7300878984359771,-0.04608233141669871,-3.0025237084747616,-5.434908826383237,0.0,1.3735878183642019,6.924476504355611,0.5866488113282832,0.8620474895694538,0.7996445425231192
82,0.7955724844852888,0.6853508489926599,0.42363579490460435,0.11849605914037542,1.2340657967291007,0.400568579042556,0.5360150140656,-22.92170160409387,-30.788035132536542,-22.31223565963961,-0.5548477476763592,-2.86775030932101,-4.83476314751414,-3.3830675745710526,0.0,3.6144788602786515,2.5919109664566604,0.5229124946147754,0.9413943389224868,0.7052218967072911
83,0.8673307127842314,0.6303045812615714,0.4128048041958378,0.17276904208690497,0.9784909486280495,0.525769717804102,0.4086847248666001,-36.68718097259055,-32.058840599274106,-11.20709622277216,0.041800027820901864,-1.456824644603822,-4.268820505057192,-6.536710769925316,0.0,2.6863737052256917,4.225974225208664,0.5937505889673017,0.906753383333486,0.7183242361674487
84,1.0256255474457603,0.73662982756395,0.37859476009299686,0.11340688367705806,1.000008303538374,0.48692949869915203,0.5682759950346958,-29.978519408742287,-16.73585317620931,-16.625417596722585,-0.14376495257561472,-0.49748239170423947,-3.9119926627766057,-7.660776171645384,0.0,1.6147990978099367,8.428780901496136,0.6225143009480615,0.8576788494296872,0.7637867602066364
85,0.7163767093915505,0.6046864051020937,0.5201003782488677,0.08361761941227208,0.8855094707865727,0.44369666303953936,0.437335698317696,-35.62109770045625,-25.620215684735896,-9.399138844866465,-0.5650058849791073,-1.6656830127007263,-3.6113299299934556,-6.728182427442798,0.0,2.2568519282126163,2.2674153067293963,0.6873102277828494,0.9609312741061969,0.7870273224164581
86,0.8947299820158999,0.6973325580540006,0.5195949505466385,0.17173784879390824,1.2180171222716667,0.49576869543670327,0.5343353990393556,-30.75892194046552,-28.80624953572768,-18.286366529741727,-0.7188958008658404,-0.3877494807794539,-3.1904613422513703,-4.334385023279697,0.0,4.7279249896657065,6.062676606432716,0.570489254265518,0.8710668378056048,0.727236735657981
87,0.9692158003922505,0.7309354601085181,0.3809582995569435,0.13098823705088192,0.7964969164575741,0.4425911604738897,0.5129612152618847,-31.727848262696348,-15.566225391677456,-20.871400315331833,0.49684140303544466,-2.3683519503240698,-4.30206990581785,-5.00945269991284,0.0,0.6615610442130943,4.96918850927059,0.5027582501221831,0.885607358984304,0.7224684102713483
88,1.0998475906581981,0.7657758366848102,0.47535755468791663,0.18548399344635688,0.8828108536686878,0.47914720532891086,0.403814172653819,-27.410270900257473,-17.91243168686483,-22.93723064557767,-0.47568150419137467,-0.3978068992030157,-3.705791286635152,-5.7207972852531075,0.0,2.8318489231117967,1.303293601469836,0.6919584864791736,0.9341377795407679,0.7665282919134717
89,1.032667891679631,0.5647336165992447,0.541836552729838,0.09559455736710037,0.7611754855844033,0.4660677596754842,0.45040504481584837,-35.47074184735429,-28.007125361021703,-13.633175821599579,0.5571281926131146,-1.325684408530206,-4.429646574510504,-2.055183360775758,0.0,1.4474646233235915,0.4093109330858531,0.5079358134629667,0.9425249310977463,0.6501952189465343
90,0.9914136122930728,0.7778840334879802,0.34854652075197595,0.09717315381190492,0.8066124617358433,0.46488915975978184,0.43155630284508806,-37.34586064770098,-33.825718182651755,-22.745439133970834,-0.6320712752927038,-1.9528828743361355,-3.832747141649366,-2.522751618887094,0.0,3.3853497050350887,1.9797517204053179,0.5895967016255197,0.9304714369070959,0.7978050475993228
91,0.723902489406547,0.5549809389101397,0.3919507537347735,0.145447432922314,1.0566124522048386,0.4354026621338016,0.5990329188052712,-33.35718154213266,-17.610861269635105,-14.76604000524546,-0.26936774162609123,-2.3093482963288774,-4.861004926540972,-5.143253640244809,0.0,2.10189487984158,6.135328954943694,0.5052975498077771,0.8938890904924175,0.6924176217283555
92,0.7552910464530833,0.7984840761420802,0.5253123091982641,0.08020759333422992,1.2012713174187708,0.43929511327112597,0.5757696981190127,-38.702761584875546,-20.28628605705925,-21.44736890203602,0.19160480433485882,-2.756183221143245,-2.5094170288871496,-4.846628582192133,0.0,4.092556640854317,2.1698428554578837,0.6155945243845444,0.86791519468834,0.6927383055617456
93,0.9111476975100086,0.6445103113154557,0.43575481847860625,0.19332810643943285,1.0225408367790645,0.5047778997366923,0.503686645771524,-36.19978650699545,-27.00482049192642,-20.277296703054034,0.6781959324546647,-0.15800626576321353,-2.522893263901831,-4.174147379025193,0.0,4.189376152631587,5.293495781686586,0.6921961596541818,0.9483313427661377,0.6582950197951498
94,0.8293033014325526,0.7901334548315679,0.4697425834972416,0.10281287317397081,0.9353276521695919,0.5116072824466399,0.5563079271651552,-28.84914569701242,-19.559626549678093,-6.960900834520682,-0.8234080918182859,-0.18091624248823246,-1.5662291056967024,-5.389539380152293,0.0,4.779874782571639,0.5844408614165573,0.6349382668739442,0.8758948132663591,0.8162970142009344
95,0.7114343916796455,0.7396687265793809,0.33732809058922525,0.09435011501708117,1.0143138228187043,0.49045669978971407,0.5225156168194047,-34.906008811942534,-17.09190466156585,-23.52158799551691,-0.1330087277709593,-0.6928229334354672,-1.1186328235628697,-5.7981008955278845,0.0,5.884206865922651,0.6174977837487489,0.6211843574870113,0.9497556045775404,0.7948791614175971
96,0.8081752150631489,0.6493474600097889,0.40179440059000915,0.17480877734755162,1.0761412643773172,0.4132983588089816,0.4283956196945184,-26.500272090624737,-18.154814208416646,-23.706503092114286,-0.9604004292021968,-1.7414055486026243,-2.826338469511935,-4.94785677282338,0.0,4.491775582497289,2.4652787224491317,0.6456390559437687,0.9285548343081637,0.7164601907695584
97,0.9777468695569295,0.7527631951996354,0.409626334197977,0.13957897886016113,1.0492060185310748,0.4336137099664372,0.4748001228922695,-36.464669523498074,-31.032504851242443,-7.162232715904871,-0.3408296941204909,-0.2547050890182887,-1.1337508140758001,-5.074725782273622,0.0,2.421073375647678,0.776481200061113,0.5264882381501711,0.8902391649068612,0.707006709598775
98,0.9258356631021534,0.5945777816803123,0.30647518973839577,0.16541300789892438,0.8759258967247678,0.49831354660345334,0.5386722599370588,-32.02794362275621,-25.259032335391364,-7.98219159898499,0.6537780290490594,-1.6132675232197595,-1.7074167372385665,-2.846112795169933,0.0,3.4536224337580723,3.2841120064504326,0.5825672022992111,0.8784908758306924,0.653987412886043
99,0.7030958241942238,0.6528093845091258,0.4652261018174603,0.19053692488542037,0.9071648624643388,0.4551302568445004,0.4337212608027923,-34.41289161123147,-24.321698631663114,-22.13940707423254,-0.4150860051401004,-0.55158515232573,-3.9987572159972062,-5.874254067711845,0.0,5.215616939983951,6.499822848111785,0.6703206762498857,0.8950332293737627,0.6726248724304551
